sentence1,label
Ami ekdom kachei thaki bong and bones r foodistan er apni aschen janle sure dekha kortam. Apnar prottek ta video dekhi r sei jayega gulo giye try kori. Thanks a lot for making this videos,0
Jara the imposter game khele tara jane sabotage mane ki,2
Vhaiya i9 13900k and rtx 4090 akta build er video koriyen,2
Amader ponno,0
Hur miya ke bolse pabe na ei sunglasses Choto belar amr nani amma ke ei chosma cokhe dite sekhesi cokhe problem silo bole,1
5 taka hole price ta thik cilo,2
Apnar video gula valo lage vaia,0
Pawa jbe ki bd te,2
Eta r sathe ki stainless steel ta pawa jabe?,2
Bhai apnar camera sony fx3 review diban plz,2
Mone hoi sponsor video,1
Love you sam bodda xanonx20 xtraordinaryinnovationwithin waltonmobile samzon,0
Science er student der k bangla porano ojuktik!,1
"Bujhlam na , eta to unofficial price. Official price to 50k",3
Towhid hridoy chilo bole,0
Ara balok bcb ta kicu butper asa adar k centa hola tumar abar poraleka korta hoba,2
Shob gula tei kape vai. Ami onno review o dekhsi,1
2216 vegetable alada khawar kicho nai,3
Kii Baya? Khub Pinik chole ?? Gf Patta deyna tai nijei lokjoner Gf howar sopno dkhtaso naki ?,1
Gigabyte 450 psu diye ki ei gpu kno prokar issues chara use kra jabe?,2
"Vai, onek boro youtuber hoyechen, tai desher phone review den na,",1
"Sir physics ,math, chemistry , eng ,ban ,ict biology full course koto. Plz blen sir. R cls kotodin colbe sir",2
"Dada, authentic chinese restaurant gulo niye video banaben please",2
Facebokk bolchekwnn review diben eijonno wait kortasilam,2
Hotath mic er sound ta kmn jeno fete fete jacchilo haalka,1
Walton ei video dekhe price dibe baraye,2
Vai apnar suruta dekhle hasi thamano jaina,0
Sir ebi course a kamna vorti habo?,2
Bus e r kono jatri cilo na? purota apnara reserve neyecilen?,3
Dhaka fokinni ra ki 1200 taka kg chui diya gorur mangsho khabay aita hassokor,1
Goto review dekhe walton nia aslam. Ekhon boltesen vanga company,1
First view from kotchandpur jhenidah. Give me a arc a770,2
Onek er complaint eta naki 1 month e nosto hoiye jay. Oder shop e r o onek complain ache. Apni reffer korchen gali to apnak dibe sobai,1
"Ryzen 5600g er jonno asus tuf b450m pro ii motherboard kemon hobe? since asus e ram speed 2666mhz, overclock korle kemon ram speed pabo?",2
Best video banan apnar dekhte valo lage,0
Bahi apni kon ac use koren,2
Bairer traffic noise khub beshi. You can improve that. And you should because this is a podcast. Best of luck,1
5tar moddhe 4ta restaurant over hyped. Khabar joghonno. Accha ey meye video banale emon ajaira video keno banai vai?,1
Khudalagse r vdo dekhte dekhte amr e khudalege gese,3
18 niche vaccine nai,2
Xanonx20 xtraordinaryinnovationwithi waltonmobile samzone,2
1 ghontay 16 ta korailo khli smy nosto krlo aisomoy,1
Eigula ki geforce rtx er moto gorom hoy na?,2
Xaonx20 xtraordinarylnnovationwithin waltonmobile samzone,2
Phone ta supper chilo  xtraordinarylnnovationwithin  samzone,0
Vaiya sure sb common asbe,2
Bhai 4500 diya sata ssd ta na niya ar 500 taka baraiya nvme version ta newa e better,3
30th aug khela suru hobe tahole 17th august ses hobe ki kore pagol na ki,1
Sob kisu kora complete done,2
Frodm dinajpur board. Mcq shob e common peyechilm,0
5g nai phone kinar mane nai,1
Huawei user kono problem nai,0
"Amar to apnar video darun lage,wait for 100k",0
Deximpo er giveaway gola darun hoi,0
Normal tekhe voice over ta valo ekto onno rokom holo,0
Dial pad khuje pacchi na,1
Bhai re bhai oita kei bole bangladesh,2
Apnader group eee join request dease ami kal pc kinte jabo jodi request ta accept korten tahle aktu poramorsho nitam,2
Ai case a bro psu bosano jabe na ?,2
Vai ving vang kno bolen. Samsung er 1 ta tab ase er thekeo kom dam er cheak koren hudai manush re vil tottho dan kno,1
Batar mor er jilabi miss krso beldarpara or golpo kotha 2jagar fuskha miss krso bot porota maybe miss krso,2
"Apu vaiya re ekta vdo te ektu sylheti language blte boilo plllzzz plllzzz love from kulaura, moulvibazar",0
"Inifinix gt 10 pro sobai vlo bolteche asholei ki valo camera kmn hobe? ektu boilen bhai, comment tay deikhen vaiyera",2
Video to dekhai jacchena,1
Lol vai mask pore asbe,1
Koto din por appu tumar video upload holo,0
Mone hocche shai number1 raduni sob bojhe,1
Massallah apu onek sundor lagse,0
Olpo dame onnek valo phone,0
Kivabe memory cell data access krbo?please,2
Koto % manush vaccinated hoyeche akhon porjonto,2
Rakib vaier khobor ki,2
Darun hoyeche ajker episode tao,0
Bhai mid budget e productivity er jonno ar gaming er jonno graphics card konta value for money hbe?,2
Bitu sar valo pare,0
Money bag theke chur jodi eita fele dei,2
Koto boro bokachoda hoile 100k er build e gigabyte er motherboard use kore,1
Aache jodi bhoot aase,2
Lighting kmn hoye gese aj jeno,1
Akdom jobordos hoyacha video ta,0
Halare dhakai dhukte dise ke,1
Apnar shathe oi bideshi mohilati ke?,2
Naim ke bad dite hobe,1
"No banglalink, robi or airtel sob dik thakai best",1
Apu amar pie chart e kicu somossa ace ekhon ami ki korbo,2
Walton er sathe kuno tulona hoi na,0
Sticker ta kothay pabo? ba emon picture,2
Youtube scroll korte korte all on a sudden ei video er thumbnail samne porlo and dekhlam amr bondhu zawad er photo! bass! full video na dekhe parlam nah! ekhn mone hocche admission test er somoy tor sathe ek sathe study kora uchit chilo amr! 3 zawad,3
Hsc 24 er bangla english ict course nei,2
2nd ami reply plz,2
valobasa loilo,0
Trust mee sir amr couching sir same sheet diyechen amaderke. Onk helpful vdo with suggestions model test class kore fellam,2
Mam pdf download korte parchi na keno? from puron koreo parchi na download korte,2
S23 ultra kinlam ajke. Ekono ki video deka lagbe ?,2
Md Rakib Rakib amar o sei kotha 2025 sal porjonto lockdown choluk tar por tika deowa suru kora hok,1
"During this eid ul azha, ive visited all the steak houses in bangladesh, all the ramen resturentsstalls though there are no stalls as a steak master in japan for last 8 years, what should i say? i was feeling like. Running out of the houses no hatred pls",3
Payesh ta joss hoise,0
Vai 42k gorita kotai teke kinte parbo,2
Kalk tomak onek sundor lagchilo Mashallah lal pori lagchilo,0
Baby nen soby k misti khawan,0
Love vaia ami kotobar comment kori apni replay dan na,1
Akhon sobai ai budget a walton e kinbe,0
Jibone dhoka khaisi onk kintu 8months ago amar parents bolsilo pash korle pc dibo ar phone elhon pash kora 20 din hoise pailamna ar ma bole tor bhagge nai eta maan tai ar pc r jonno shopno dekha bad disi,1
Pinnnnnnnnnnn kore dennnnnnnn take loveeeeeeeeee,0
Thank you vai emn sundor sundor review dewar jonno,0
Vaiya online e order kothai dite parbo ?,2
"Shamim hossain, a new t20 star",0
Honor 50 use kori pubg kheli onek vala,0
Thank you vhiya. Chapter 3 dile help hobe,2
Protek ta jinish dam besi india chaite india tee onek valo resort ache,0
Togo moto abal dakhi niii,1
2018 er porer game khelte gele khub ekta kaz nai. Most of them will need quality twicking!,3
Dashi ponno kina hon dhonno,1
"Akta murkho,kotha sunlai buja jay, jibone school ar kace diya o hate nai.",1
Bhai compare jkn koray jabhe na tahole apple r product kotha bolen kno faltu marketing hoco ekta china brand huday 13000,1
Bro 40k te best phone konta hobe sob dik diye,2
Comment to pelam na vai. Kothai pabo. Cmnt ta pin korun plzz,2
Ar emne acting korar dorkar ki chi ki faltu acting bomi ashe,1
Vai camera niya akta video dan,2
5700g diya akta banan vi,2
Jaipur sotti onk sundor clean city abar jete iccha hocce dekhe,0
Accha etar sathe asus b450m motherboard ar arekta 8 gb er ram ar corsair er power supply diye build korle koto porbe,2
Intro sai cilo bro,0
er mddhei maybe gono vaccine dibe student der,2
Sokol student der age vaccine deyar por school/college reopen korle valo hoi,2
Tui beta akta bukachuda tui nijei bolsili 5600g dia build korte achon abar pochas bukachuda,1
Heart attack taw holo na,1
Share korlam eto pdf kora jay na kno halain mittha madi,1
Sir ami 2025 r batch sir kobe theke poraben bolle valo hoto sir,2
Amar 1st part mcq onak karap hoicaami onak diprason a cila gaci,1
Priyo manush ta onek wait kortesilam ai video tar jonno,0
Tare balsilam nh eid shaping er bapare amra eikhan thaka kini olways onek joss,0
Tecno pova 5 pro 5g review den miya taratari,3
Love you tushar bhai,0
Kapsi kne kon headphones chilo ?,2
Onek shundor lagche,0
Noice censelation ace ei rokom tws er review den,2
Excat build customised cara koi pabo?,2
Ui ta r o updatable hole better hoto,1
Its nice to see walton improved their product.,0
"Loved ur presentations, but only kolkata food lovers will know the way u have said about the destinationsaddresses. Nywaz all the best",0
Sir ami aibar ssc disi online platform a apnader class korte chai,0
Kar kototuk common porlo bangla 1st er suggestion theke,2
Flop master suvo vai je,1
Dhakaiya kabab is the best! duita moteo ek e rokom taste na,1
1bar jetey hobei. Sujog er oppekkha shudhu,2
Jajakallahu khairan sir. Mobail diye kibabe earn kora jay ai somporkito aro video chai,0
Sylhet er bord er kno important diye bollen na bujlam na?,1
Ami kinbo ai phone,0
Onek mota hoe gechen,1
Nani mone hoi onek gym kore,1
Kapshi game khele na naki ekhon,2
Inifinix gt 10 pro ata kobe ashbe vai,2
Ami video tar junno opekha selam,2
Maji take onk ballagse,0
Apur voice change hoyeche kintu voice ta khub shondor hoye gese shunte bhalo lagtese,0
Dam kata 10000 ar bashi hola kimbo na,1
Processor er video baniyechen ebar motherboard er ekta detail video banale i guess better hobe. Subidha hoto oneker jonne,2
Salman vhai k dekhte chai,2
Barite arthing na kora thakle erokom e hobe,1
Thank you sir! onek sundor vabe bujhanor jonno. Amader jonno dowa korben jate valo result korte pari,0
Redmi g24 er thekeo ghosting kom ?,2
Eitar mini version chai kom dam e,2
Vhaire vhai bhoot asara shate shate light on hoye jabe r rater gum haram o hoye jabe,3
Apnar sthe aschi,2
Vai bracu campus koi pailen?,2
Sir board gula ullekh kore dile onk valo hoito,2
Bldc motor nia akta video dan plz,2
Amazing game with hridoy shamim,0
5600g er shathe kon gpu ta sobceye highest support korbe amar ager 5600g chilo ekhon vabchilam ekta gpu upgrade korbo,2
I love kitkat eto mojar ekta chocolete,0
Apnar bowling dekhe mone hoina cricket khelsen,1
"Video editor onek jaigai e cut a timing vhul korse, onono vai",3
Kukur na ashlei hoy kotha ta valo laglo na,1
Amder jonno duya korbn,0
Fast charger er video chai,2
Oh sona tumi ato cute hole kivabe.,0
Bhaire thumbnail ta eto clickbait chilo ki bolbo ar,1
Ei shit er moddhe eto choto kapor pore ghure berao ken lojja kore na,1
Vai basuse adam er pawer bank kenar link den,2
Darun. The good thing is that both of them have got their feet still grounded. Ami tomar video dekhe gechilam first time. Tarpor je kotobaar kheyechi bolte parbo na,0
Bhai sound problem onek astha suna jai. Edifier speaker diya suni tao kom lagha,1
280 te ato valo biriyani ! chakdah ato dur na hole akhuni paari martam,0
Panldn rx 5500 xt 8gb graphics card niye akta video banan,2
Vi ai phone ta kothai pabu,2
"Super tnx, super sticker r super chat ki bangladesh a pawa jai naki?",3
Vai apnar phone er model ki,2
Apur hasita khub sunder,0
Onek din por lenovo bade kono laptop review dekhlam pcb bd te,2
darun hoiche butt camera ta arektu unnoto korle valo hoto mobile youtubing er jonno best hoto,3
Shb baba maak aktai onurodh chele ba meyeta apnr tai tak support koren pasher bashar shei vabi kih bolbe ata nia vabte vabte kew jeno nij shontank amra na harai ai shmy apnr aktu support tar jnno jotheshtho ojotha tak galmondo na kore tar pashe daraben asha kori,3
Best amar maa er hather mutton,0
Dada onak sundor lagtasa,0
Etate naki dido os ache. Seita kemon ?,3
Bro apnar tshart ta koi thake niya,2
Aw da doctor najeeb awlada,1
Ghoti ra ranna korte jane na,1
Bro Apnr id card ta kiser jati jante chai eto khet id koi theke paan,1
2043 e creepy ghost sound ken bhai. Pura video tei lagtese ase,1
"Vai valo lagche vidio ta, kintu mobail kinar mto taka na",0
Vaiya all subject ar video gula diyan,2
Short onek choto hoye gese onek kom info abar thik bhabe solution fen,1
Apu apni kothay thaken ripley plz?,3
Apnader hindu banay rakhbe lol eshob desheo ghurte jay manush vhai,1
Sir ssc 24 er jonno class suru koren,2
Bro laptopmonitor mount lagbay,2
Viya tecno camon 20pro vs redmi note 12 4g best konta,2
Worldclass vedio bro. Bangladesh e first best of luck for all time,0
Vai. Bolsiln kidney aktay attack korbn video te. But kidney akhn amar dui tai nai hoiya gese,1
Apnar bari sakhipur. And im from vedarganj. We are protibeshi now,2
"Mannerless. Etodin video deklm, like korlam share korlam comment korlam. Varsity ekta hi dilam. Dekhe o na dekhar vaan korse, eto ahonkar thakbe na besi din. 2 din er boiragii hoise khaite khaite",3
Bhai realme 8 phone eh update ashar por screen chole gese keno holo emnta onker phone ey same kahini ki kora jai bhai ektu bolle khusi hotam,2
70k a s23s22 pawa jay. Ei price flagship na kine flagship killer ke kinbe?,1
Dhaka bord a apnader suggestion kono kaj a dilo nah,1
Ahhhaaaaaaaa faizaa apuuuu same pinch. Amio gopalganj er meyeee,2
Assalamualaikum vaii ajk sondhy vabchilam er ei rokom ekta video sut kora dorkar r apnara sei vabnatake puron kore dilen,0
Sam vai. Apnar giveaway gular result j masher shesh din diben so kothay result diben?,2
Vaiya dinajpur board theke dekhsi tw asha kori common ashbe,1
Bangla 2nd paper apander theke sajeson peye alhamdulillah ajke xm ta vlo hoice,0
Bhai pubg khela jabe eta diye ?,2
Dada tomar video dekhlei mind refresh hoye jai,0
"Asas biryani last 10yr er customer, punjabi dhaba last 15yr customer ami. Bpk lage amr. Punjabi dhaba er tea tao darun famous",2
Bujhlm apni pixel fan,2
Eitate bebohar kora hoyeche mediatek dimensity 7050,2
Bhaiya ekta phone gift koren amke,2
Thank you vai emn sundor sundor review dewar jonno,0
Onek dhonnobad eto valo informative ekta video edeyar jonno,0
Asia cup er kotha mone portesilo,2
Apu ami tomar onek boro fan tomar video gulo amar khub valo lage,0
Usa er mcdonalds khele bomi ashbe,1
Sam bhai video ami protidin dekhi best of luck bro,0
Api. Tehari avenue gulshan 2 te akta shoot korar request thaklo,2
Bangla bolen bolte paren na dhong jotoo shob,1
Many many thanks jazakallahu khairan,0
Sir apnar pora boji na,1
Vai tomar kotha moja lage na,1
Kothay eta. R koto taka bill hoisilo,2
Vaia sound ta arektu loud hole valo hoto,3
Pdf asy na kno,1
Jeno biya na hoye dont look good eksathe manaina ekdome,1
Please help programming er jonne lg 24gn60r ta kmn hobe? naki hp m24fwa nibo? thank you,2
Momentum and rotational motion a aktu gurutto dien,2
Vai 15 hazar tk modde gemming phone dekhn jetar ram 68 ba rom 128 plz,2
Ai class gulor pdf kotai pawa jaba? plz help,2
Apu plz hijab ta thik kore poren. I am your big fan,1
"Sd ,870 dile best hoto",2
Apu tumi manikdia jete paro erokom panir upore restaurant ache onek sundor. Nondipara par hoye manikdia green palace restaurant. Khabar tasteprice average good bad 5050 but poribesh sundor. Side e uporer jayga gulo te boshle onek vallagbe,2
Last 5 ta video a emon vai re dekhi na vai vabien na mone ase amr,2
Aita diye ki tiktok video edit korte parbo?,2
Honor 90 er video chay,2
Vai samsung m34 ban ki launch hbe seta kbe,2
Walton s7 pro bd te budget er moddhe wireless charging er shobidha dise,0
Bhaider audio issuer shesh nai,1
"Back side theke, asus zenfone 10 er boro bhai lagteche",2
Capcut a bangla likhar video cai without pixel lab,2
Ai videota age pele covid19 ar somoy 23k diye ryzen 5600g nitamna,1
Jeta je jaigar oitai oikhanei sera onno kothao na. Apni jodi bolen chittagong er mejbani mangso dhakaiyya baburchi die banate jibone authentic recipe dite parbena. Thik temni chittagong e authentic dhakaiya kacchi biriyani banate parbena,1
Oho apu amar nanu bari shariatpur gosarhat,2
Pirce koto. R kutai pawa jabe,2
Amar bhai tomar bhai tushar bhai tushar bhai our beloved,0
Eto raat e video? love from chittagong,0
Valobasha Priyo Dada,0
Bacchar dance ta sei chilo,0
"Big fan fahim bhai,",0
Vai ektu Shobji bazar er update janaiyen shauwwa gula dam komai e na,1
Apu parle mymensingh sarinday asben,3
Bro apni koto hrz ar monitor use korsen ?,2
Msi vlogs a invited koren plz,2
Sob bike er dam basi. Abal cara kew jbe nah ai dokn e.,1
Ami shudhu eituk e jante chaibo j benchmark korar time a ki amd gulo overclock korsilen?cause amd apu gulo overclock korar ekta option dey jeta same price er intel dicche na. So oita na kore jodi kore thaken to kichuta performance gap obosshoi dekha jabe. Ar jodi bolen j overclock kno korben tobe tar ans ekta j eita or shathe asha ekta feature jeta intel dicche na but amd dicche so oi jinish ta fully utilize na korle to amd k justice korw hocche na,2
Buttfix er rahat bhai re dekte chai,2
Pixel 7 er jonnh word charger best,2
Samxone bai amdar jonno normal watch golo all time giveaway na kore maze modde android watch giveaway korle ank balo hoilo,0
